cuadro;V1;V2;V3;V4;V5;;;;;;;
2;461032;Operaciones de intermediación de carne excepto consignatario directo;2,50%;3,90%;4,80%;;;;;;;
2;461039;Venta al por mayor en comisión o consignación de alimentos, bebidas y tabaco n.c.p.;5,00%;6,50%;8,00%;;;;;;;
2;461040;Venta al por mayor en comisión o consignación de combustibles;5,00%;6,50%;8,00%;;;;;;;
2;461091;Venta al por mayor en comisión o consignación de productos textiles, prendas de vestir, calzado excepto el ortopédico, artículos de marroquinería, paraguas y similares y productos de cuero n.c.p.;5,00%;6,50%;8,00%;;;;;;;
2;461092;Venta al por mayor en comisión o consignación de madera y materiales para la construcción;5,00%;6,50%;8,00%;;;;;;;
2;461093;Venta al por mayor en comisión o consignación de minerales, metales y productos químicos industriales;5,00%;6,50%;8,00%;;;;;;;
2;461094;Venta al por mayor en comisión o consignación de maquinaria, equipo profesional industrial y comercial, embarcaciones y aeronaves;5,00%;6,50%;8,00%;;;;;;;
2;461095;Venta al por mayor en comisión o consignación de papel, cartón, libros, revistas, diarios, materiales de embalaje y artículos de librería;5,00%;6,50%;8,00%;;;;;;;
2;461099;Venta al por mayor en comisión o consignación de mercaderías n.c.p.;5,00%;6,50%;8,00%;;;;;;;
2;462111;Acopio de algodón;2,50%;3,90%;4,80%;;;;;;;
2;462112;Acopio de otros productos agropecuarios, excepto cereales;2,50%;3,25%;4,00%;;;;;;;
2;462120;Venta al por mayor de semillas y granos para forrajes;2,50%;3,90%;4,80%;;;;;;;
2;462131;Venta al por mayor de cereales (incluye arroz), oleaginosas y forrajeras excepto semillas;2,50%;3,90%;4,80%;;;;;;;
2;462132;Acopio y acondicionamiento de cereales y semillas, excepto de algodón y semillas y granos para forrajes;2,50%;3,90%;4,80%;;;;;;;
2;462190;Venta al por mayor de materias primas agrícolas y de la silvicultura n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;462201;Venta al por mayor de lanas, cueros en bruto y productos afines;2,50%;3,90%;4,80%;;;;;;;
2;462209;Venta al por mayor de materias primas pecuarias n.c.p. incluso animales vivos;2,50%;3,90%;4,80%;;;;;;;
2;463111;Venta al por mayor de productos lácteos;2,50%;3,90%;4,80%;;;;;;;
2;463112;Venta al por mayor de fiambres y quesos;2,50%;3,90%;4,80%;;;;;;;
2;463121;Venta al por mayor de carnes rojas y derivados;2,50%;3,90%;4,80%;;;;;;;
2;463129;Venta al por mayor de aves, huevos y productos de granja y de la caza n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;463130;Venta al por mayor de pescado;2,50%;3,90%;4,80%;;;;;;;
2;463140;Venta al por mayor y empaque de frutas, de legumbres y hortalizas frescas;2,50%;3,90%;4,80%;;;;;;;
2;463151;Venta al por mayor de pan, productos de confitería y pastas frescas;2,50%;3,90%;4,80%;;;;;;;
2;463152;Venta al por mayor de azúcar;2,50%;3,90%;4,80%;;;;;;;
2;463153;Venta al por mayor de aceites y grasas;2,50%;3,90%;4,80%;;;;;;;
2;463154;Venta al por mayor de café, té, yerba mate y otras infusiones y especias y condimentos;2,50%;3,90%;4,80%;;;;;;;
2;463159;Venta al por mayor de productos y subproductos de molinería n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;463160;Venta al por mayor de chocolates, golosinas y productos para kioscos y polirrubros n.c.p., excepto cigarrillos;2,50%;3,90%;4,80%;;;;;;;
2;463170;Venta al por mayor de alimentos balanceados para animales;2,50%;3,90%;4,80%;;;;;;;
2;463180;Venta al por mayor en supermercados mayoristas de alimentos;2,50%;3,90%;4,80%;;;;;;;
2;463191;Venta al por mayor de frutas, legumbres y cereales secos y en conserva;2,50%;3,90%;4,80%;;;;;;;
2;463199;Venta al por mayor de productos alimenticios n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;463211;Venta al por mayor de vino;3,70%;4,81%;5,00%;;;;;;;
2;463212;Venta al por mayor de bebidas espiritosas;3,70%;4,81%;5,00%;;;;;;;
2;463219;Venta al por mayor de bebidas alcohólicas n.c.p.;3,70%;4,81%;5,00%;;;;;;;
2;463220;Venta al por mayor de bebidas no alcohólicas;2,50%;3,90%;4,80%;;;;;;;
2;463300;Venta al por mayor de cigarrillos y productos de tabaco;5,50%;7,15%;8,80%;;;;;;;
2;464111;Venta al por mayor de tejidos (telas);2,50%;3,90%;4,80%;;;;;;;
2;464112;Venta al por mayor de artículos de mercería;2,50%;3,90%;4,80%;;;;;;;
2;464113;Venta al por mayor de mantelería, ropa de cama y artículos textiles para el hogar;2,50%;3,90%;4,80%;;;;;;;
2;464114;Venta al por mayor de tapices y alfombras de materiales textiles;2,50%;3,90%;4,80%;;;;;;;
2;464119;Venta al por mayor de productos textiles n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;464121;Venta al por mayor de prendas de vestir de cuero;2,50%;3,90%;4,80%;;;;;;;
2;464122;Venta al por mayor de medias y prendas de punto;2,50%;3,90%;4,80%;;;;;;;
2;464129;Venta al por mayor de prendas y accesorios de vestir n.c.p., excepto uniformes y ropa de trabajo;2,50%;3,90%;4,80%;;;;;;;
2;464130;Venta al por mayor de calzado excepto el ortopédico;2,50%;3,90%;4,80%;;;;;;;
2;464141;Venta al por mayor de pieles y cueros curtidos y salados;2,50%;3,90%;4,80%;;;;;;;
2;464142;Venta al por mayor de suelas y afines;2,50%;3,90%;4,80%;;;;;;;
2;464149;Venta al por mayor de artículos de marroquinería, paraguas y productos similares n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;464150;Venta al por mayor de uniformes y ropa de trabajo;2,50%;3,90%;4,80%;;;;;;;
2;464211;Venta al por mayor de libros y publicaciones;0,00%;0,00%;0,00%;;;;;;;
2;464212;Venta al por mayor de diarios y revistas;0,00%;0,00%;0,00%;;;;;;;
2;464221;Venta al por mayor de papel y productos de papel y cartón excepto envases;2,50%;3,90%;4,80%;;;;;;;
2;464222;Venta al por mayor de envases de papel y cartón;2,50%;3,90%;4,80%;;;;;;;
2;464223;Venta al por mayor de artículos de librería y papelería;2,50%;3,90%;4,80%;;;;;;;
2;464310;Venta al por mayor de productos farmacéuticos;2,50%;3,25%;3,75%;;;;;;;
2;464320;Venta al por mayor de productos cosméticos, de tocador y de perfumería;2,50%;3,90%;4,80%;;;;;;;
2;464330;Venta al por mayor de instrumental médico y odontológico y artículos ortopédicos;2,50%;3,90%;4,80%;;;;;;;
2;464340;Venta al por mayor de productos veterinarios;2,50%;3,25%;4,00%;;;;;;;
2;464410;Venta al por mayor de artículos de óptica y de fotografía;2,50%;3,90%;4,80%;;;;;;;
2;464420;Venta al por mayor de artículos de relojería, joyería y fantasías;2,50%;3,90%;4,80%;;;;;;;
2;464501;Venta al por mayor de electrodomésticos y artefactos para el hogar excepto equipos de audio y video;2,50%;3,90%;4,80%;;;;;;;
2;464502;Venta al por mayor de equipos de audio, video y televisión;2,50%;3,90%;4,80%;;;;;;;
2;464610;"Venta al por mayor de muebles excepto de oficina; artículos de mimbre y corcho; colchones y somieres";2,50%;3,90%;4,80%;;;;;;;
2;464620;Venta al por mayor de artículos de iluminación;2,50%;3,90%;4,80%;;;;;;;
2;464631;Venta al por mayor de artículos de vidrio;2,50%;3,90%;4,80%;;;;;;;
2;464632;Venta al por mayor de artículos de bazar y menaje excepto de vidrio;2,50%;3,90%;4,80%;;;;;;;
2;464910;Venta al por mayor de CDs y DVD's de audio y video grabados.;2,50%;3,90%;4,80%;;;;;;;
2;464920;Venta al por mayor de materiales y productos de limpieza;2,50%;3,90%;4,80%;;;;;;;
2;464930;Venta al por mayor de juguetes;2,50%;3,90%;4,80%;;;;;;;
2;464940;Venta al por mayor de bicicletas y rodados similares;2,50%;3,90%;4,80%;;;;;;;
2;464950;Venta al por mayor de artículos de esparcimiento y deportes;2,50%;3,90%;4,80%;;;;;;;
2;464991;Venta al por mayor de flores y plantas naturales y artificiales;2,50%;3,90%;4,80%;;;;;;;
2;464999;Venta al por mayor de artículos de uso doméstico o personal n.c.p;2,50%;3,90%;4,80%;;;;;;;
2;465100;Venta al por mayor de equipos, periféricos, accesorios y programas informáticos;2,50%;3,90%;4,80%;;;;;;;
2;465210;Venta al por mayor de equipos de telefonía y comunicaciones;2,50%;3,90%;4,80%;;;;;;;
2;465220;Venta al por mayor de componentes electrónicos;2,50%;3,90%;4,80%;;;;;;;
2;465310;Venta al por mayor de máquinas, equipos e implementos de uso en los sectores agropecuario, jardinería, silvicultura, pesca y caza;2,50%;3,90%;4,80%;;;;;;;
2;465320;Venta al por mayor de máquinas, equipos e implementos de uso en la elaboración de alimentos, bebidas y tabaco;2,50%;3,90%;4,80%;;;;;;;
2;465330;Venta al por mayor de máquinas, equipos e implementos de uso en la fabricación de textiles, prendas y accesorios de vestir, calzado, artículos de cuero y marroquinería;2,50%;3,90%;4,80%;;;;;;;
2;465340;Venta al por mayor de máquinas, equipos e implementos de uso en imprentas, artes gráficas y actividades conexas;2,50%;3,90%;4,80%;;;;;;;
2;465350;Venta al por mayor de máquinas, equipos e implementos de uso médico y paramédico;2,50%;3,90%;4,80%;;;;;;;
2;465360;Venta al por mayor de máquinas, equipos e implementos de uso en la industria del plástico y del caucho;2,50%;3,90%;4,80%;;;;;;;
2;465390;Venta al por mayor de máquinas, equipos e implementos de uso especial n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;465400;Venta al por mayor de máquinas - herramienta de uso general;2,50%;3,90%;4,80%;;;;;;;
2;465500;Venta al por mayor de vehículos, equipos y máquinas para el transporte ferroviario, aéreo y de navegación;2,50%;3,90%;4,80%;;;;;;;
2;465610;Venta al por mayor de muebles e instalaciones para oficinas;2,50%;3,90%;4,80%;;;;;;;
2;465690;Venta al por mayor de muebles e instalaciones para la industria, el comercio y los servicios n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;465910;Venta al por mayor de máquinas y equipo de control y seguridad;2,50%;3,90%;4,80%;;;;;;;
2;465920;Venta al por mayor de maquinaria y equipo de oficina, excepto equipo informático;2,50%;3,90%;4,80%;;;;;;;
2;465930;Venta al por mayor de equipo profesional y científico e instrumentos de medida y de control n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;465990;Venta al por mayor de máquinas, equipo y materiales conexos n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;466111;Venta al por mayor de combustibles para reventa comprendidos en la Ley N° 23.966 para automotores;1,50%;1,95%;2,40%;;;;;;;
2;466112;Venta al por mayor de combustibles (excepto para reventa) comprendidos en la Ley N° 23.966, para automotores;1,50%;1,95%;2,40%;;;;;;;
2;466119;Venta al por mayor de combustibles n.c.p. y lubricantes para automotores;1,50%;1,95%;2,40%;;;;;;;
2;466121;Fraccionamiento y distribución de gas licuado;3,30%;3,75%;3,75%;;;;;;;
2;466122;"Venta al por mayor de combustible para reventa comprendidos en la Ley N° 23.966; excepto para automotores";1,50%;1,95%;2,40%;;;;;;;
2;466123;Venta al por mayor de combustibles (excepto para reventa) comprendidos en la Ley N° 23.966 excepto para automotores;1,50%;1,95%;2,40%;;;;;;;
2;466129;Venta al por mayor de combustibles, lubricantes, leña y carbón, excepto gas licuado y combustibles y lubricantes para automotores;1,50%;1,95%;2,40%;;;;;;;
2;466200;Venta al por mayor de metales y minerales metalíferos;2,50%;3,90%;4,80%;;;;;;;
2;466310;Venta al por mayor de aberturas;2,50%;3,90%;4,80%;;;;;;;
2;466320;Venta al por mayor de productos de madera excepto muebles;2,50%;3,90%;4,80%;;;;;;;
2;466330;Venta al por mayor de artículos de ferretería y materiales eléctricos;2,50%;3,90%;4,80%;;;;;;;
2;466340;Venta al por mayor de pinturas y productos conexos;2,50%;3,90%;4,80%;;;;;;;
2;466350;Venta al por mayor de cristales y espejos;2,50%;3,90%;4,80%;;;;;;;
2;466360;Venta al por mayor de artículos para plomería, instalación de gas y calefacción;2,50%;3,90%;4,80%;;;;;;;
2;466370;Venta al por mayor de papeles para pared, revestimiento para pisos de goma, plástico y textiles, y artículos similares para la decoración;2,50%;3,90%;4,80%;;;;;;;
2;466391;Venta al por mayor de artículos de loza, cerámica y porcelana de uso en construcción;2,50%;3,90%;4,80%;;;;;;;
2;466399;Venta al por mayor de artículos para la construcción n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;466910;Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos textiles;2,50%;3,90%;4,80%;;;;;;;
2;466920;Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos de papel y cartón;2,50%;3,90%;4,80%;;;;;;;
2;466931;Venta al por mayor de artículos de plástico;2,50%;3,90%;4,80%;;;;;;;
2;466932;Venta al por mayor de abonos, fertilizantes y plaguicidas;2,50%;3,90%;4,80%;;;;;;;
2;466939;Venta al por mayor de productos intermedios, desperdicios y desechos de vidrio, caucho, goma y químicos n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;466940;Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos metálicos;2,50%;3,90%;4,80%;;;;;;;
2;466990;Venta al por mayor de productos intermedios, desperdicios y desechos n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;469010;Venta al por mayor de insumos agropecuarios diversos;2,50%;3,90%;4,80%;;;;;;;
2;469090;Venta al por mayor de mercancías n.c.p.;2,50%;3,90%;4,80%;;;;;;;
2;COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;471110;Venta al por menor en hipermercados;3,00%;3,90%;4,80%;;;;;;;
2;471120;Venta al por menor en supermercados;3,00%;3,90%;4,80%;;;;;;;
2;471130;Venta al por menor en minimercados;3,00%;3,90%;4,80%;;;;;;;
2;471191;Venta al por menor en kioscos, polirrubros y comercios no especializados n.c.p., excepto tabaco, cigarros y cigarrillos;3,00%;3,90%;4,80%;;;;;;;
2;471192;Venta al por menor de tabaco, cigarros y cigarrillos en kioscos, polirrubros y comercios no especializados n.c.p.;5,00%;6,50%;8,00%;;;;;;;
2;471900;Venta al por menor en comercios no especializados, sin predominio de productos alimenticios y bebidas;3,00%;3,90%;4,80%;;;;;;;
2;472111;Venta al por menor de productos lácteos;3,00%;3,90%;4,80%;;;;;;;
2;472112;Venta al por menor de fiambres y embutidos;3,00%;3,90%;4,80%;;;;;;;
2;472120;Venta al por menor de productos de almacén y dietética;3,00%;3,90%;4,80%;;;;;;;
2;472130;Venta al por menor de carnes rojas, menudencias y chacinados frescos;3,00%;3,90%;4,80%;;;;;;;
2;472140;Venta al por menor de huevos, carne de aves y productos de granja y de la caza;3,00%;3,90%;4,80%;;;;;;;
2;472150;Venta al por menor de pescados y productos de la pesca;3,00%;3,90%;4,80%;;;;;;;
2;472160;Venta al por menor de frutas, legumbres y hortalizas frescas;3,00%;3,90%;4,80%;;;;;;;
2;472171;Venta al por menor de pan y productos de panadería;3,00%;3,90%;4,80%;;;;;;;
2;472172;Venta al por menor de bombones, golosinas y demás productos de confitería;3,00%;3,90%;4,80%;;;;;;;
2;472190;Venta al por menor de productos alimenticios n.c.p., en comercios especializados;3,00%;3,90%;4,80%;;;;;;;
2;472200;Venta al por menor de bebidas en comercios especializados;3,00%;3,90%;4,80%;;;;;;;
2;472300;Venta al por menor de tabaco en comercios especializados;5,00%;6,50%;8,00%;;;;;;;
2;473001;Venta al por menor de combustible para vehículos automotores y motocicletas, excepto en comisión;1,50%;1,95%;2,40%;;;;;;;
2;473002;Venta al por menor de combustible de producción propia comprendidos en la Ley N° 23.966 para vehículos automotores y motocicletas realizada por refinerías;3,00%;3,90%;4,80%;;;;;;;
2;473003;Venta al por menor de combustibles n.c.p. comprendidos en la Ley N° 23966 para vehículos automotores y motocicletas excepto la realizada por refinerías;1,50%;1,95%;2,40%;;;;;;;
2;473009;Venta en comisión al por menor de combustible para vehículos automotores y motocicletas;5,00%;6,50%;8,00%;;;;;;;
2;474010;Venta al por menor de equipos, periféricos, accesorios y programas informáticos;3,00%;3,90%;4,80%;;;;;;;
2;474020;Venta al por menor de aparatos de telefonía y comunicación;3,00%;3,90%;4,80%;;;;;;;
2;475110;Venta al por menor de hilados, tejidos y artículos de mercería;3,00%;3,90%;4,80%;;;;;;;
2;475120;Venta al por menor de confecciones para el hogar;3,00%;3,90%;4,80%;;;;;;;
2;475190;Venta al por menor de artículos textiles n.c.p. excepto prendas de vestir;3,00%;3,90%;4,80%;;;;;;;
2;475210;Venta al por menor de aberturas;3,00%;3,90%;4,80%;;;;;;;
2;475220;Venta al por menor de maderas y artículos de madera y corcho, excepto muebles;3,00%;3,90%;4,80%;;;;;;;
2;475230;Venta al por menor de artículos de ferretería y materiales eléctricos;3,00%;3,90%;4,80%;;;;;;;
2;475240;Venta al por menor de pinturas y productos conexos;3,00%;3,90%;4,80%;;;;;;;
2;475250;Venta al por menor de artículos para plomería e instalación de gas;3,00%;3,90%;4,80%;;;;;;;
2;475260;Venta al por menor de cristales, espejos, mamparas y cerramientos;3,00%;3,90%;4,80%;;;;;;;
2;475270;Venta al por menor de papeles para pared, revestimientos para pisos y artículos similares para la decoración;3,00%;3,90%;4,80%;;;;;;;
2;475290;Venta al por menor de materiales de construcción n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;475300;Venta al por menor de electrodomésticos, artefactos para el hogar y equipos de audio y video;3,00%;3,90%;4,80%;;;;;;;
2;475410;Venta al por menor de muebles para el hogar, artículos de mimbre y corcho;3,00%;3,90%;4,80%;;;;;;;
2;475420;Venta al por menor de colchones y somieres;3,00%;3,90%;4,80%;;;;;;;
2;475430;Venta al por menor de artículos de iluminación;3,00%;3,90%;4,80%;;;;;;;
2;475440;Venta al por menor de artículos de bazar y menaje;3,00%;3,90%;4,80%;;;;;;;
2;475490;Venta al por menor de artículos para el hogar n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;476111;Venta al por menor de libros;0,00%;0,00%;0,00%;;;;;;;
2;476112;Venta al por menor de libros con material condicionado;3,00%;3,90%;4,80%;;;;;;;
2;476121;Venta al por menor de diarios y revistas;0,00%;0,00%;0,00%;;;;;;;
2;476122;Venta al por menor de diarios y revistas con material condicionado;0,00%;0,00%;0,00%;;;;;;;
2;476130;Venta al por menor de papel, cartón, materiales de embalaje y artículos de librería;3,00%;3,90%;4,80%;;;;;;;
2;476200;Venta al por menor de CD's y DVD's de audio y video grabados;3,00%;3,90%;4,80%;;;;;;;
2;476310;Venta al por menor de equipos y artículos deportivos;3,00%;3,90%;4,80%;;;;;;;
2;476320;Venta al por menor de armas, artículos para la caza y pesca;3,00%;3,90%;4,80%;;;;;;;
2;476400;Venta al por menor de juguetes, artículos de cotillón y juegos de mesa;3,00%;3,90%;4,80%;;;;;;;
2;477110;Venta al por menor de ropa interior, medias, prendas para dormir y para la playa;3,00%;3,90%;4,80%;;;;;;;
2;477120;Venta al por menor de uniformes escolares y guardapolvos;3,00%;3,90%;4,80%;;;;;;;
2;477130;Venta al por menor de indumentaria para bebés y niños;3,00%;3,90%;4,80%;;;;;;;
2;477140;Venta al por menor de indumentaria deportiva;3,00%;3,90%;4,80%;;;;;;;
2;477150;Venta al por menor de prendas de cuero;3,00%;3,90%;4,80%;;;;;;;
2;477190;Venta al por menor de prendas y accesorios de vestir n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;477210;Venta al por menor de artículos de talabartería y artículos regionales;3,00%;3,90%;4,80%;;;;;;;
2;477220;Venta al por menor de calzado, excepto el ortopédico y el deportivo;3,00%;3,90%;4,80%;;;;;;;
2;477230;Venta al por menor de calzado deportivo;3,00%;3,90%;4,80%;;;;;;;
2;477290;Venta al por menor de artículos de marroquinería, paraguas y similares n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;477311;Venta al por menor de productos farmacéuticos y herboristería;3,00%;3,90%;4,80%;;;;;;;
2;477312;Venta al por menor de medicamentos de uso humano;2,50%;3,25%;4,00%;;;;;;;
2;477320;Venta al por menor de productos cosméticos, de tocador y de perfumería;3,00%;3,90%;4,80%;;;;;;;
2;477330;Venta al por menor de instrumental médico y odontológico y artículos ortopédicos;3,00%;3,90%;4,80%;;;;;;;
2;477410;Venta al por menor de artículos de óptica y fotografía;3,00%;3,90%;4,80%;;;;;;;
2;477420;Venta al por menor de artículos de relojería y joyería;3,00%;3,90%;4,80%;;;;;;;
2;477430;Venta al por menor de bijouterie y fantasía;3,00%;3,90%;4,80%;;;;;;;
2;477440;Venta al por menor de flores, plantas, semillas, abonos, fertilizantes y otros productos de vivero;3,00%;3,90%;4,80%;;;;;;;
2;477450;Venta al por menor de materiales y productos de limpieza;3,00%;3,90%;4,80%;;;;;;;
2;477461;Venta al por menor de combustibles comprendidos en la ley 23.966, excepto de producción propia y excepto para automotores y motocicletas;1,50%;1,95%;2,40%;;;;;;;
2;477462;Venta al por menor de combustible de producción propia comprendidos en la ley 23.966 excepto para vehículos automotores y motocicletas;3,00%;3,90%;4,80%;;;;;;;
2;477469;Venta al por menor de fuel oil, gas en garrafas, carbón y leña;1,50%;1,95%;2,00%;;;;;;;
2;477470;Venta al por menor de productos veterinarios, animales domésticos y alimento balanceado para mascotas;3,00%;3,90%;4,80%;;;;;;;
2;477480;Venta al por menor de obras de arte;3,00%;3,90%;4,80%;;;;;;;
2;477490;Venta al por menor de artículos nuevos n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;477810;Venta al por menor de muebles usados;3,00%;3,90%;4,80%;;;;;;;
2;477820;Venta al por menor de libros, revistas y similares usados;0,00%;0,00%;0,00%;;;;;;;
2;477830;Venta al por menor de antigüedades;3,00%;3,90%;4,80%;;;;;;;
2;477840;Venta al por menor de oro, monedas, sellos y similares;3,00%;3,90%;4,80%;;;;;;;
2;477890;Venta al por menor de artículos usados n.c.p. excepto automotores y motocicletas;3,00%;3,90%;4,80%;;;;;;;
2;478010;Venta al por menor de alimentos, bebidas y tabaco en puestos móviles y mercados;3,00%;3,90%;4,80%;;;;;;;
2;478090;Venta al por menor de productos n.c.p. en puestos móviles y mercados;3,00%;3,90%;4,80%;;;;;;;
2;479101;Venta al por menor por internet;3,10%;4,03%;4,96%;;;;;;;
2;479109;Venta al por menor por correo, televisión y otros medios de comunicación n.c.p.;3,10%;4,03%;4,96%;;;;;;;
2;479900;Venta al por menor no realizada en establecimientos n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIO DE TRANSPORTE TERRESTRE;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;491110;Servicio de transporte ferroviario urbano y suburbano de pasajeros;2,00%;2,00%;2,00%;;;;;;;
2;491120;Servicio de transporte ferroviario interurbano de pasajeros;2,00%;2,00%;2,00%;;;;;;;
2;491201;Servicio de transporte ferroviario de petróleo y gas;2,00%;2,00%;2,00%;;;;;;;
2;491209;Servicio de transporte ferroviario de cargas;2,00%;2,00%;2,00%;;;;;;;
2;492110;Servicio de transporte automotor urbano y suburbano regular de pasajeros;2,00%;2,00%;2,00%;;;;;;;
2;492120;"Servicios de transporte automotor de pasajeros mediante taxis y remises; alquiler de autos con chofer";2,00%;2,00%;2,00%;;;;;;;
2;492130;Servicio de transporte escolar;2,00%;2,00%;2,00%;;;;;;;
2;492140;Servicio de transporte automotor urbano y suburbano no regular de pasajeros de oferta libre, excepto mediante taxis y remises, alquiler de autos con chofer y transporte escolar;2,00%;2,00%;2,00%;;;;;;;
2;492150;Servicio de transporte automotor interurbano regular de pasajeros, excepto transporte internacional;2,00%;2,00%;2,00%;;;;;;;
2;492160;Servicio de transporte automotor interurbano no regular de pasajeros;2,00%;2,00%;2,00%;;;;;;;
2;492170;Servicio de transporte automotor internacional de pasajeros;2,00%;2,00%;2,00%;;;;;;;
2;492180;Servicio de transporte automotor turístico de pasajeros;2,00%;2,00%;2,00%;;;;;;;
2;492190;Servicio de transporte automotor de pasajeros n.c.p.;2,00%;2,00%;2,00%;;;;;;;
2;492210;Servicios de mudanza;2,00%;2,00%;2,00%;;;;;;;
2;492221;Servicio de transporte automotor de cereales;2,00%;2,00%;2,00%;;;;;;;
2;492229;Servicio de transporte automotor de mercaderías a granel n.c.p.;2,00%;2,00%;2,00%;;;;;;;
2;492230;Servicio de transporte automotor de animales;2,00%;2,00%;2,00%;;;;;;;
2;492240;Servicio de transporte por camión cisterna;2,00%;2,00%;2,00%;;;;;;;
2;492250;Servicio de transporte automotor de mercaderías y sustancias peligrosas;2,00%;2,00%;2,00%;;;;;;;
2;492280;Servicio de transporte automotor urbano de carga n.c.p.;2,00%;2,00%;2,00%;;;;;;;
2;492291;Servicio de transporte automotor de petróleo y gas;2,00%;2,00%;2,00%;;;;;;;
2;492299;Servicio de transporte automotor de cargas n.c.p.;2,00%;2,00%;2,00%;;;;;;;
2;493110;Servicio de transporte por oleoductos;3,00%;3,90%;4,80%;;;;;;;
2;493120;Servicio de transporte por poliductos y fueloductos;3,00%;3,90%;4,80%;;;;;;;
2;493200;Servicio de transporte por gasoductos;3,30%;3,75%;3,75%;;;;;;;
2;SERVICIO DE TRANSPORTE POR VÍA ACUÁTICA;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;501100;Servicio de transporte marítimo de pasajeros;2,00%;2,00%;2,00%;;;;;;;
2;501201;Servicio de transporte marítimo de petróleo y gas;2,00%;2,00%;2,00%;;;;;;;
2;501209;Servicio de transporte marítimo de carga;2,00%;2,00%;2,00%;;;;;;;
2;502101;Servicio de transporte fluvial y lacustre de pasajeros;2,00%;2,00%;2,00%;;;;;;;
2;502200;Servicio de transporte fluvial y lacustre de carga;2,00%;2,00%;2,00%;;;;;;;
2;SERVICIO DE TRANSPORTE AÉREO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;511000;Servicio de transporte aéreo de pasajeros;2,00%;2,00%;2,00%;;;;;;;
2;512000;Servicio de transporte aéreo de cargas;2,00%;2,00%;2,00%;;;;;;;
2;"SERVICIOS DE MANIPULACION Y DE ALMACENAMIENTO; SERVICIOS DE APOYO AL TRANSPORTE";Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;521010;Servicios de manipulación de carga en el ámbito terrestre;3,00%;3,90%;4,80%;;;;;;;
2;521020;Servicios de manipulación de carga en el ámbito portuario;3,00%;3,90%;4,80%;;;;;;;
2;521030;Servicios de manipulación de carga en el ámbito aéreo;3,00%;3,90%;4,80%;;;;;;;
2;522010;Servicios de almacenamiento y depósito en silos;3,00%;3,90%;4,80%;;;;;;;
2;522020;Servicios de almacenamiento y depósito en cámaras frigoríficas;3,00%;3,90%;4,80%;;;;;;;
2;522091;Servicios de usuarios directos de zona franca;3,00%;3,00%;3,00%;;;;;;;
2;522092;Servicios de gestión de depósitos fiscales;3,00%;3,90%;4,80%;;;;;;;
2;522099;Servicios de almacenamiento y depósito n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;523011;Servicios de gestión aduanera realizados por despachantes de aduana;3,00%;3,90%;4,80%;;;;;;;
2;523019;Servicios de gestión aduanera para el transporte de mercaderías n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;523020;Servicios de agencias marítimas para el transporte de mercaderías;3,00%;3,90%;4,80%;;;;;;;
2;523031;Servicios de gestión de agentes de transporte aduanero excepto agencias marítimas;3,00%;3,90%;4,80%;;;;;;;
2;523032;Servicios de operadores logísticos seguros (OLS) en el ámbito aduanero;3,00%;3,90%;4,80%;;;;;;;
2;523039;Servicios de operadores logísticos n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;523090;Servicios de gestión y logística para el transporte de mercaderías n.c.p.;3,00%;3,90%;4,80%;;;;;;;
